"No.","Time","Source","Destination","Protocol","Length","Info"
"8953","75.283277","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8954","75.283278","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2169392 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8955","75.283278","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2170762 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8956","75.283279","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2172132 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8957","75.283280","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2173502 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8958","75.283423","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2174872 Win=4222208 Len=0"
"8959","75.283671","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2174872 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8960","75.283672","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data, Application Data"
"8961","75.283742","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2177612 Win=4222208 Len=0"
"8962","75.287160","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2177612 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8963","75.287161","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2178982 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8964","75.287162","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2180352 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8965","75.287163","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2181722 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8966","75.287163","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2183092 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8967","75.287327","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2184462 Win=4222208 Len=0"
"8968","75.287611","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8969","75.287612","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2185832 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8970","75.287694","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2187202 Win=4222208 Len=0"
"8971","75.290346","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2187202 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8972","75.290351","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2188572 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8973","75.290352","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2189942 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8974","75.290485","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2191312 Win=4222208 Len=0"
"8975","75.293315","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2191312 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8976","75.293317","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8977","75.293318","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2194052 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8978","75.293320","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2195422 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8979","75.293321","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2196792 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8980","75.293491","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2198162 Win=4222208 Len=0"
"8981","75.293791","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2198162 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8982","75.293792","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2199532 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8983","75.293793","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8984","75.293871","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2202272 Win=4222208 Len=0"
"8985","75.295676","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2202272 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8986","75.295678","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2203642 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8987","75.295678","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2205012 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8988","75.295679","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2206382 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8989","75.295831","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2207752 Win=4222208 Len=0"
"8990","75.297178","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2207752 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8991","75.297179","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8992","75.297179","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2210492 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8993","75.297180","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2211862 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8994","75.297181","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2213232 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8995","75.297299","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2214602 Win=4222208 Len=0"
"8996","75.297759","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2214602 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8997","75.297760","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2215972 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"8998","75.297761","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"8999","75.297761","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2218712 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9000","75.297762","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2220082 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9001","75.297865","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2221452 Win=4222208 Len=0"
"9002","75.298000","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2221452 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9003","75.302675","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2222822 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9004","75.302676","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2224192 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9005","75.302677","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9006","75.302677","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2226932 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9007","75.302678","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2228302 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9008","75.302822","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2229672 Win=4222208 Len=0"
"9009","75.303253","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2229672 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9010","75.303254","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2231042 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9011","75.303255","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2232412 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9012","75.303255","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9013","75.303256","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2235152 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9014","75.303395","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2236522 Win=4222208 Len=0"
"9015","75.303550","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2236522 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9016","75.303592","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2237892 Win=4222208 Len=0"
"9017","75.306786","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2237892 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9018","75.306787","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2239262 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9019","75.306788","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2240632 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9020","75.306788","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data, Application Data"
"9021","75.306789","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2243372 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9022","75.306926","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2244742 Win=4222208 Len=0"
"9023","75.307189","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2244742 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9024","75.307191","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2246112 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9025","75.307246","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2247482 Win=4222208 Len=0"
"9026","75.309901","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2247482 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9027","75.309903","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2248852 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9028","75.309903","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9029","75.309904","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2251592 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9030","75.310111","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2252962 Win=4222208 Len=0"
"9031","75.323507","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2252962 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9032","75.323508","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2254332 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9033","75.323509","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2255702 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9034","75.323512","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2257072 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9035","75.323512","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9036","75.323707","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2259812 Win=4222208 Len=0"
"9037","75.324061","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2259812 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9038","75.324062","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2261182 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9039","75.324063","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2262552 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9040","75.324162","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2263922 Win=4222208 Len=0"
"9041","75.328056","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2263922 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9042","75.328058","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2265292 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9043","75.328058","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9044","75.328059","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2268032 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9045","75.328060","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2269402 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9046","75.328227","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2270772 Win=4222208 Len=0"
"9047","75.329524","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2270772 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9048","75.329530","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2272142 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9049","75.329533","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2273512 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9050","75.329536","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9051","75.329539","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2276252 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9052","75.329833","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2277622 Win=4222208 Len=0"
"9053","75.330914","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2277622 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9054","75.330916","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2278992 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9055","75.330917","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2280362 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9056","75.330918","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2281732 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9057","75.330918","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9058","75.331105","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2284472 Win=4222208 Len=0"
"9059","75.332345","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2284472 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9060","75.332346","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2285842 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9061","75.332347","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2287212 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9062","75.332348","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2288582 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9063","75.332348","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2289952 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9064","75.332540","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2291322 Win=4222208 Len=0"
"9065","75.332728","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9066","75.332785","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2292692 Win=4222208 Len=0"
"9067","75.333355","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2292692 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9068","75.333356","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2294062 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9069","75.333357","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2295432 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9070","75.333357","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2296802 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9071","75.333469","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2298172 Win=4222208 Len=0"
"9072","75.337296","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2298172 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9073","75.337297","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9074","75.337297","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2300912 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9075","75.337298","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2302282 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9076","75.337299","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2303652 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9077","75.337486","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2305022 Win=4222208 Len=0"
"9078","75.337751","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2305022 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9079","75.337821","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2306392 Win=4222208 Len=0"
"9080","75.338214","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2306392 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9081","75.338215","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data, Application Data"
"9082","75.338215","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2309132 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9083","75.338216","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2310502 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9084","75.338337","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2311872 Win=4222208 Len=0"
"9085","75.341003","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2311872 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9086","75.341004","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2313242 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9087","75.341276","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2314612 Win=4222208 Len=0"
"9088","75.343466","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2314612 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9089","75.343470","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9090","75.343471","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2317352 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9091","75.343472","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2318722 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9092","75.343473","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2320092 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9093","75.343656","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2321462 Win=4222208 Len=0"
"9094","75.344873","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2321462 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9095","75.344874","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2322832 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9096","75.344875","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9097","75.345110","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2325572 Win=4222208 Len=0"
"9098","75.347175","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2325572 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9099","75.347177","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2326942 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9100","75.347178","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2328312 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9101","75.347179","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2329682 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9102","75.347180","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2331052 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9103","75.347380","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2332422 Win=4222208 Len=0"
"9104","75.347636","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9105","75.347682","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2333792 Win=4222208 Len=0"
"9106","75.349873","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2333792 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9107","75.349874","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2335162 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9108","75.349875","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2336532 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9109","75.349876","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2337902 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9110","75.350049","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2339272 Win=4222208 Len=0"
"9111","75.351627","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2339272 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9112","75.352370","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9113","75.352372","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2342012 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9114","75.352373","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2343382 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9115","75.352373","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2344752 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9116","75.352374","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2346122 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9117","75.352571","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2347492 Win=4222208 Len=0"
"9118","75.352979","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2347492 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9119","75.352980","162.251.108.4","192.168.42.54","TLSv1.2","1424","Application Data [TCP segment of a reassembled PDU]"
"9120","75.352981","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2350232 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9121","75.352981","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2351602 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9122","75.353080","192.168.42.54","162.251.108.4","TCP","54","53977  >  443 [ACK] Seq=1275 Ack=2352972 Win=4222208 Len=0"
"9123","75.356736","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2352972 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
"9124","75.356737","162.251.108.4","192.168.42.54","TCP","1424","443  >  53977 [ACK] Seq=2354342 Ack=1275 Win=45056 Len=1370 [TCP segment of a reassembled PDU]"
